start_station_name,end_station_name,trip_count
Southwest Park - Jackson St & Observer Hwy,West St & Liberty St,2
Southwest Park - Jackson St & Observer Hwy,William St & Pine St,1
Southwest Park - Jackson St & Observer Hwy,Willow Ave & 12 St,90
Southwest Park - Jackson St & Observer Hwy,York St & Marin Blvd,3
Stevens - River Ter & 6 St,11 St & Washington St,266
Stevens - River Ter & 6 St,12 St & Sinatra Dr N,213
Stevens - River Ter & 6 St,14 St Ferry - 14 St & Shipyard Ln,276
Stevens - River Ter & 6 St,4 St & Grand St,146
Stevens - River Ter & 6 St,5 Corners Library,14
Stevens - River Ter & 6 St,6 St & Grand St,121
Stevens - River Ter & 6 St,7 St & Monroe St,170
Stevens - River Ter & 6 St,8 St & Washington St,130
Stevens - River Ter & 6 St,9 St HBLR - Jackson St & 8 St,324
Stevens - River Ter & 6 St,Adams St & 11 St,54
Stevens - River Ter & 6 St,Adams St & 2 St,77
Stevens - River Ter & 6 St,Baldwin at Montgomery,50
Stevens - River Ter & 6 St,Bergen Ave & Sip Ave,5
Stevens - River Ter & 6 St,Bergen Ave & Stegman St,1
Stevens - River Ter & 6 St,Bloomfield St & 15 St,130
Stevens - River Ter & 6 St,Brunswick & 6th,4
Stevens - River Ter & 6 St,Brunswick St,9
Stevens - River Ter & 6 St,Christ Hospital,40
Stevens - River Ter & 6 St,Church Sq Park - 5 St & Park Ave,73
Stevens - River Ter & 6 St,City Hall,17
Stevens - River Ter & 6 St,City Hall - Washington St & 1 St,195
Stevens - River Ter & 6 St,Clinton St & 7 St,225
Stevens - River Ter & 6 St,Clinton St & Newark St,107
Stevens - River Ter & 6 St,Columbus Dr at Exchange Pl,22
Stevens - River Ter & 6 St,Columbus Drive,28
Stevens - River Ter & 6 St,Columbus Park - Clinton St & 9 St,188
Stevens - River Ter & 6 St,Communipaw & Berry Lane,4
Stevens - River Ter & 6 St,Dey St,13
Stevens - River Ter & 6 St,Dixon Mills,6
Stevens - River Ter & 6 St,Essex Light Rail,13
Stevens - River Ter & 6 St,Grand St,16
Stevens - River Ter & 6 St,Grand St & 14 St,127
Stevens - River Ter & 6 St,Grove St PATH,17
Stevens - River Ter & 6 St,Hamilton Park,54
Stevens - River Ter & 6 St,Harborside,34
Stevens - River Ter & 6 St,Heights Elevator,73
Stevens - River Ter & 6 St,Hilltop,11
Stevens - River Ter & 6 St,Hoboken Ave at Monmouth St,104
Stevens - River Ter & 6 St,Hoboken Terminal - Hudson St & Hudson Pl,261
Stevens - River Ter & 6 St,Hoboken Terminal - River St & Hudson Pl,1075
Stevens - River Ter & 6 St,Hudson St & 4 St,175
Stevens - River Ter & 6 St,JC Medical Center,6
Stevens - River Ter & 6 St,Jersey & 3rd,11
Stevens - River Ter & 6 St,Jersey & 6th St,9
Stevens - River Ter & 6 St,Journal Square,13
Stevens - River Ter & 6 St,Lafayette Park,6
Stevens - River Ter & 6 St,Leonard Gordon Park,60
Stevens - River Ter & 6 St,Liberty Light Rail,3
Stevens - River Ter & 6 St,Madison St & 1 St,111
Stevens - River Ter & 6 St,Madison St & 10 St,149
Stevens - River Ter & 6 St,Mama Johnson Field - 4 St & Jackson St,29
Stevens - River Ter & 6 St,Manila & 1st,23
Stevens - River Ter & 6 St,Marin Light Rail,13
Stevens - River Ter & 6 St,Marshall St & 2 St,123
Stevens - River Ter & 6 St,McGinley Square,3
Stevens - River Ter & 6 St,Monmouth and 6th,4
Stevens - River Ter & 6 St,Montgomery St,10
Stevens - River Ter & 6 St,Morris Canal,10
Stevens - River Ter & 6 St,Newark Ave,6
Stevens - River Ter & 6 St,Newport PATH,104
Stevens - River Ter & 6 St,Newport Pkwy,202
Stevens - River Ter & 6 St,Oakland Ave,70
Stevens - River Ter & 6 St,Paulus Hook,7
Stevens - River Ter & 6 St,Pershing Field,67
Stevens - River Ter & 6 St,Riverview Park,163
Stevens - River Ter & 6 St,Sip Ave,2
Stevens - River Ter & 6 St,South Waterfront Walkway - Sinatra Dr & 1 St,747
Stevens - River Ter & 6 St,Southwest Park - Jackson St & Observer Hwy,102
Stevens - River Ter & 6 St,Stevens - River Ter & 6 St,578
Stevens - River Ter & 6 St,Union St,5
Stevens - River Ter & 6 St,Van Vorst Park,6
Stevens - River Ter & 6 St,W 48 St &  Rockefeller Plaza,1
Stevens - River Ter & 6 St,Warren St,39
Stevens - River Ter & 6 St,Washington St,47
Stevens - River Ter & 6 St,Willow Ave & 12 St,197
Stevens - River Ter & 6 St,York St & Marin Blvd,1
Union St,11 St & Washington St,2
Union St,5 Corners Library,13
Union St,6 St & Grand St,1
Union St,7 St & Monroe St,3
Union St,8 St & Washington St,2
Union St,9 St HBLR - Jackson St & 8 St,4
Union St,Astor Place,48
Union St,Baldwin at Montgomery,41
Union St,Bergen Ave,27
Union St,Bergen Ave & Sip Ave,372
Union St,Bergen Ave & Stegman St,27
Union St,Bloomfield St & 15 St,4
Union St,Brunswick & 6th,10
Union St,Brunswick St,30
Union St,Christ Hospital,10
Union St,City Hall,62
Union St,City Hall - Washington St & 1 St,4
Union St,Clinton St & Newark St,2
Union St,Columbus Dr at Exchange Pl,38
Union St,Columbus Drive,10
Union St,Columbus Park - Clinton St & 9 St,2
Union St,Communipaw & Berry Lane,16
Union St,Dey St,12
Union St,Dixon Mills,8
Union St,Essex Light Rail,4
Union St,Fairmount Ave,42
Union St,Glenwood Ave,33
Union St,Grand St,9
Union St,Grand St & 14 St,1
Union St,Grant Ave & MLK Dr,15
Union St,Grove St PATH,70
Union St,Hamilton Park,6
Union St,Harborside,17
Union St,Heights Elevator,1
Union St,Hilltop,29
Union St,Hoboken Ave at Monmouth St,1
Union St,Hoboken Terminal - Hudson St & Hudson Pl,2
Union St,Hoboken Terminal - River St & Hudson Pl,13
Union St,Hudson St & 4 St,3
Union St,JC Medical Center,20
Union St,Jackson Square,35
Union St,Jersey & 3rd,4
Union St,Jersey & 6th St,3
Union St,Journal Square,103
Union St,Lafayette Park,21
Union St,Leonard Gordon Park,10
Union St,Liberty Light Rail,18
Union St,Lincoln Park,132
Union St,Madison St & 1 St,1
Union St,Mama Johnson Field - 4 St & Jackson St,1
Union St,Manila & 1st,12
Union St,Marin Light Rail,21
Union St,McGinley Square,60
Union St,Monmouth and 6th,5
Union St,Montgomery St,58
Union St,Morris Canal,2
Union St,Newark Ave,40
Union St,Newport PATH,29
Union St,Newport Pkwy,17
Union St,Oakland Ave,2
Union St,Paulus Hook,17
Union St,Pershing Field,3
Union St,Riverview Park,4
Union St,Sip Ave,164
Union St,South Waterfront Walkway - Sinatra Dr & 1 St,17
Union St,Southwest Park - Jackson St & Observer Hwy,2
Union St,Stevens - River Ter & 6 St,3
Union St,Union St,488
Union St,Van Vorst Park,23
Union St,Warren St,8
Union St,Washington St,23
Union St,Willow Ave & 12 St,2
Van Vorst Park,11 St & Washington St,7
Van Vorst Park,12 St & Sinatra Dr N,11
Van Vorst Park,14 St Ferry - 14 St & Shipyard Ln,8
Van Vorst Park,4 St & Grand St,10
Van Vorst Park,5 Corners Library,15
Van Vorst Park,6 St & Grand St,5
Van Vorst Park,7 St & Monroe St,2
Van Vorst Park,8 St & Washington St,15
Van Vorst Park,9 St HBLR - Jackson St & 8 St,6
Van Vorst Park,Adams St & 11 St,2
Van Vorst Park,Adams St & 2 St,31
Van Vorst Park,Astor Place,71
Van Vorst Park,Baldwin at Montgomery,198
Van Vorst Park,Bergen Ave,37
Van Vorst Park,Bergen Ave & Sip Ave,41
Van Vorst Park,Bergen Ave & Stegman St,12
Van Vorst Park,Bloomfield St & 15 St,4
Van Vorst Park,Brunswick & 6th,291
Van Vorst Park,Brunswick St,139
Van Vorst Park,Central Park North & Adam Clayton Powell Blvd,1
Van Vorst Park,Christ Hospital,29
Van Vorst Park,Church Sq Park - 5 St & Park Ave,56
Van Vorst Park,City Hall,523
Van Vorst Park,City Hall - Washington St & 1 St,31
Van Vorst Park,Clinton St & 7 St,1
Van Vorst Park,Clinton St & Newark St,27
Van Vorst Park,Columbus Dr at Exchange Pl,160
Van Vorst Park,Columbus Drive,391
Van Vorst Park,Columbus Park - Clinton St & 9 St,9
Van Vorst Park,Communipaw & Berry Lane,143
Van Vorst Park,Dey St,2
Van Vorst Park,Dixon Mills,81
Van Vorst Park,Essex Light Rail,109
Van Vorst Park,Fairmount Ave,49
Van Vorst Park,Glenwood Ave,27
Van Vorst Park,Grand St,320
Van Vorst Park,Grand St & 14 St,8
Van Vorst Park,Grant Ave & MLK Dr,4
Van Vorst Park,Grove St PATH,1515
Van Vorst Park,Hamilton Park,571
Van Vorst Park,Harborside,179
Van Vorst Park,Heights Elevator,9
Van Vorst Park,Hilltop,64
Van Vorst Park,Hoboken Ave at Monmouth St,46
Van Vorst Park,Hoboken Terminal - Hudson St & Hudson Pl,15
Van Vorst Park,Hoboken Terminal - River St & Hudson Pl,22
Van Vorst Park,Hudson St & 4 St,27
Van Vorst Park,JC Medical Center,265
Van Vorst Park,Jackson Square,25
Van Vorst Park,Jersey & 3rd,252
Van Vorst Park,Jersey & 6th St,139
Van Vorst Park,Journal Square,11
Van Vorst Park,Lafayette Park,226
Van Vorst Park,Leonard Gordon Park,173
Van Vorst Park,Liberty Light Rail,482
Van Vorst Park,Lincoln Park,45
Van Vorst Park,Madison St & 1 St,16
Van Vorst Park,Madison St & 10 St,33
Van Vorst Park,Mama Johnson Field - 4 St & Jackson St,7
Van Vorst Park,Manila & 1st,208
Van Vorst Park,Marin Light Rail,271
Van Vorst Park,Marshall St & 2 St,11
Van Vorst Park,McGinley Square,132
Van Vorst Park,Monmouth and 6th,67
Van Vorst Park,Montgomery St,175
Van Vorst Park,Morris Canal,170
Van Vorst Park,Newark Ave,267
Van Vorst Park,Newport PATH,235
Van Vorst Park,Newport Pkwy,136
Van Vorst Park,Oakland Ave,21
Van Vorst Park,Paulus Hook,292
Van Vorst Park,Pershing Field,25
Van Vorst Park,Riverview Park,45
Van Vorst Park,Sip Ave,16
Van Vorst Park,South Waterfront Walkway - Sinatra Dr & 1 St,27
Van Vorst Park,Southwest Park - Jackson St & Observer Hwy,26
Van Vorst Park,Stevens - River Ter & 6 St,6
Van Vorst Park,Union St,29
Van Vorst Park,Van Vorst Park,1133
Van Vorst Park,W 4 St & 7 Ave S,1
Van Vorst Park,Warren St,199
Van Vorst Park,Washington St,140
Van Vorst Park,West St & Chambers St,1
Van Vorst Park,Willow Ave & 12 St,8
Van Vorst Park,York St & Marin Blvd,20
Warren St,11 St & Washington St,119
Warren St,12 St & Sinatra Dr N,124
Warren St,14 St Ferry - 14 St & Shipyard Ln,106
Warren St,4 St & Grand St,29
Warren St,5 Ave & E 63 St,1
Warren St,5 Corners Library,33
Warren St,6 St & Grand St,15
Warren St,7 St & Monroe St,25
Warren St,8 St & Washington St,51
Warren St,9 St HBLR - Jackson St & 8 St,19
Warren St,Adams St & 11 St,5
Warren St,Adams St & 2 St,50
Warren St,Astor Place,12
Warren St,Baldwin at Montgomery,63
Warren St,Bergen Ave,41
Warren St,Bergen Ave & Sip Ave,14
Warren St,Bergen Ave & Stegman St,4
Warren St,Bloomfield St & 15 St,40
Warren St,Brunswick & 6th,161
Warren St,Brunswick St,148
Warren St,Christ Hospital,27
Warren St,Church Sq Park - 5 St & Park Ave,50
Warren St,City Hall,320
Warren St,City Hall - Washington St & 1 St,157
Warren St,Clinton St & 7 St,33
Warren St,Clinton St & Newark St,134
Warren St,Columbus Dr at Exchange Pl,622
Warren St,Columbus Drive,638
Warren St,Columbus Park - Clinton St & 9 St,35
Warren St,Communipaw & Berry Lane,8
Warren St,Dey St,6
Warren St,Dixon Mills,71
Warren St,Essex Light Rail,249
Warren St,Fairmount Ave,16
Warren St,Glenwood Ave,30
Warren St,Grand St,389
Warren St,Grand St & 14 St,47
Warren St,Grant Ave & MLK Dr,2
Warren St,Grove St PATH,765
Warren St,Hamilton Park,403
Warren St,Harborside,347
Warren St,Heights Elevator,16
Warren St,Hilltop,68
Warren St,Hoboken Ave at Monmouth St,223
Warren St,Hoboken Terminal - Hudson St & Hudson Pl,139
Warren St,Hoboken Terminal - River St & Hudson Pl,206
Warren St,Hudson St & 4 St,132
Warren St,JC Medical Center,228
Warren St,Jackson Square,11
Warren St,Jersey & 3rd,226
Warren St,Jersey & 6th St,111
Warren St,Journal Square,27
Warren St,Lafayette Park,41
Warren St,Leonard Gordon Park,9
Warren St,Liberty Light Rail,132
Warren St,Lincoln Park,19
Warren St,Madison St & 1 St,94
Warren St,Madison St & 10 St,12
Warren St,Mama Johnson Field - 4 St & Jackson St,12
Warren St,Manila & 1st,148
Warren St,Marin Light Rail,479
Warren St,Marshall St & 2 St,24
Warren St,McGinley Square,38
Warren St,Monmouth and 6th,103
Warren St,Montgomery St,215
Warren St,Morris Canal,355
Warren St,Newark Ave,284
Warren St,Newport PATH,950
Warren St,Newport Pkwy,908
Warren St,Oakland Ave,11
Warren St,Paulus Hook,266
Warren St,Pershing Field,21
Warren St,Riverview Park,49
Warren St,Sip Ave,7
Warren St,South Waterfront Walkway - Sinatra Dr & 1 St,296
Warren St,Southwest Park - Jackson St & Observer Hwy,35
Warren St,St James Pl & Oliver St,1
Warren St,Stevens - River Ter & 6 St,50
Warren St,Union St,5
Warren St,Van Vorst Park,209
Warren St,W 30 St & 10 Ave,1
Warren St,W 34 St & 11 Ave,1
Warren St,Warren St,1259
Warren St,Washington St,585
Warren St,Willow Ave & 12 St,38
Warren St,York St & Marin Blvd,17
Washington St,11 St & Washington St,92
Washington St,12 St & Sinatra Dr N,127
Washington St,14 St Ferry - 14 St & Shipyard Ln,97
Washington St,4 St & Grand St,138
Washington St,5 Corners Library,68
Washington St,6 St & Grand St,33
Washington St,7 St & Monroe St,42
Washington St,8 Ave & W 16 St,1
Washington St,8 St & Washington St,74
Washington St,9 St HBLR - Jackson St & 8 St,35
Washington St,Adams St & 11 St,19
Washington St,Adams St & 2 St,75
Washington St,Astor Place,17
Washington St,Baldwin at Montgomery,86
Washington St,Bergen Ave,28
Washington St,Bergen Ave & Sip Ave,66
Washington St,Bergen Ave & Stegman St,11
Washington St,Bloomfield St & 15 St,51
Washington St,Broad St & Bridge St,3
Washington St,Broadway & Battery Pl,1
Washington St,Broadway\t& W 48 St,2
Washington St,Brunswick & 6th,181
Washington St,Brunswick St,210
Washington St,Central Park North & Adam Clayton Powell Blvd,1
Washington St,Central Park West & W 68 St,2
Washington St,Christ Hospital,48
Washington St,Church Sq Park - 5 St & Park Ave,63
Washington St,City Hall,210
Washington St,City Hall - Washington St & 1 St,213
Washington St,Clinton St & 7 St,35
Washington St,Clinton St & Newark St,142
Washington St,Columbus Dr at Exchange Pl,784
Washington St,Columbus Drive,515
Washington St,Columbus Park - Clinton St & 9 St,49
Washington St,Communipaw & Berry Lane,28
Washington St,Dey St,7
Washington St,Dixon Mills,129
Washington St,Essex Light Rail,267
Washington St,Fairmount Ave,51
Washington St,Glenwood Ave,25
Washington St,Grand St,705
Washington St,Grand St & 14 St,59
Washington St,Grant Ave & MLK Dr,5
Washington St,Grove St PATH,450
Washington St,Hamilton Park,400
Washington St,Harborside,471
Washington St,Heights Elevator,27
Washington St,Hilltop,75
Washington St,Hoboken Ave at Monmouth St,229
Washington St,Hoboken Terminal - Hudson St & Hudson Pl,161
Washington St,Hoboken Terminal - River St & Hudson Pl,289
Washington St,Hudson St & 4 St,176
Washington St,JC Medical Center,196
Washington St,Jackson Square,8
Washington St,Jersey & 3rd,142
Washington St,Jersey & 6th St,96
Washington St,Journal Square,30
Washington St,Kosciuszko St & Tompkins Ave,2
Washington St,Lafayette Park,57
Washington St,Leonard Gordon Park,31
Washington St,Liberty Light Rail,242
Washington St,Lincoln Park,26
Washington St,Little West St & 1 Pl,4
Washington St,Madison St & 1 St,112
Washington St,Madison St & 10 St,32
Washington St,Mama Johnson Field - 4 St & Jackson St,28
Washington St,Manila & 1st,204
Washington St,Marcy Ave & Lafayette Ave,1
Washington St,Marin Light Rail,494
Washington St,Marshall St & 2 St,30
Washington St,McGinley Square,38
Washington St,Monmouth and 6th,127
Washington St,Montgomery St,119
Washington St,Morris Canal,253
Washington St,Newark Ave,243
Washington St,Newport PATH,1188
Washington St,Newport Pkwy,996
Washington St,Oakland Ave,18
Washington St,Paulus Hook,437
Washington St,Pershing Field,33
Washington St,Riverview Park,27
Washington St,Sip Ave,21
Washington St,South St & Pike St,1
Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,480
Washington St,Southwest Park - Jackson St & Observer Hwy,84
Washington St,Stevens - River Ter & 6 St,47
Washington St,Union St,26
Washington St,Van Vorst Park,143
Washington St,W 40 St & 5 Ave,1
Washington St,W 44 St & 11 Ave,1
Washington St,W 54 St & 11 Ave,1
Washington St,Warren St,415
Washington St,Washington St,1327
Washington St,West Thames St,21
Washington St,Willow Ave & 12 St,90
Washington St,York St & Marin Blvd,20
Willow Ave & 12 St,11 St & Washington St,221
Willow Ave & 12 St,12 St & Sinatra Dr N,173
Willow Ave & 12 St,14 St Ferry - 14 St & Shipyard Ln,275
Willow Ave & 12 St,4 St & Grand St,238
Willow Ave & 12 St,5 Corners Library,1
Willow Ave & 12 St,6 St & Grand St,170
Willow Ave & 12 St,7 St & Monroe St,225
Willow Ave & 12 St,8 St & Washington St,347
Willow Ave & 12 St,9 St HBLR - Jackson St & 8 St,237
Willow Ave & 12 St,Adams St & 11 St,99
Willow Ave & 12 St,Adams St & 2 St,297
Willow Ave & 12 St,Astor Place,3
Willow Ave & 12 St,Baldwin at Montgomery,22
Willow Ave & 12 St,Bergen Ave,1
Willow Ave & 12 St,Bergen Ave & Sip Ave,5
Willow Ave & 12 St,Bergen Ave & Stegman St,2
Willow Ave & 12 St,Bloomfield St & 15 St,78
Willow Ave & 12 St,Broadway & W 220 St,1
Willow Ave & 12 St,Brunswick & 6th,45
Willow Ave & 12 St,Brunswick St,18
Willow Ave & 12 St,Christ Hospital,5
Willow Ave & 12 St,Church Sq Park - 5 St & Park Ave,644
Willow Ave & 12 St,City Hall,15
Willow Ave & 12 St,City Hall - Washington St & 1 St,694
Willow Ave & 12 St,Clinton St & 7 St,314
Willow Ave & 12 St,Clinton St & Newark St,365
Willow Ave & 12 St,Columbus Dr at Exchange Pl,25
Willow Ave & 12 St,Columbus Drive,25
Willow Ave & 12 St,Columbus Park - Clinton St & 9 St,133
Willow Ave & 12 St,Communipaw & Berry Lane,4
Willow Ave & 12 St,Dey St,2
Willow Ave & 12 St,Dixon Mills,18
Willow Ave & 12 St,Essex Light Rail,7
Willow Ave & 12 St,Fairmount Ave,1
Willow Ave & 12 St,Glenwood Ave,6
Willow Ave & 12 St,Grand St,19
Willow Ave & 12 St,Grand St & 14 St,45
Willow Ave & 12 St,Grove St PATH,20
Willow Ave & 12 St,Hamilton Park,50
Willow Ave & 12 St,Harborside,46
Willow Ave & 12 St,Heights Elevator,27
Willow Ave & 12 St,Hilltop,19
Willow Ave & 12 St,Hoboken Ave at Monmouth St,101
Willow Ave & 12 St,Hoboken Terminal - Hudson St & Hudson Pl,485
Willow Ave & 12 St,Hoboken Terminal - River St & Hudson Pl,517
Willow Ave & 12 St,Hudson St & 4 St,475
Willow Ave & 12 St,JC Medical Center,8
Willow Ave & 12 St,Jersey & 3rd,19
Willow Ave & 12 St,Jersey & 6th St,10
Willow Ave & 12 St,Journal Square,3
Willow Ave & 12 St,Lafayette Park,3
Willow Ave & 12 St,Leonard Gordon Park,12
Willow Ave & 12 St,Liberty Light Rail,2
Willow Ave & 12 St,Madison St & 1 St,272
Willow Ave & 12 St,Madison St & 10 St,234
Willow Ave & 12 St,Mama Johnson Field - 4 St & Jackson St,110
Willow Ave & 12 St,Manila & 1st,12
Willow Ave & 12 St,Marin Light Rail,30
Willow Ave & 12 St,Marshall St & 2 St,111
Willow Ave & 12 St,McGinley Square,3
Willow Ave & 12 St,Monmouth and 6th,6
Willow Ave & 12 St,Montgomery St,11
Willow Ave & 12 St,Morris Canal,19
Willow Ave & 12 St,Newark Ave,105
Willow Ave & 12 St,Newport PATH,57
Willow Ave & 12 St,Newport Pkwy,134
Willow Ave & 12 St,Oakland Ave,8
Willow Ave & 12 St,Paulus Hook,3
Willow Ave & 12 St,Pershing Field,8
Willow Ave & 12 St,Riverside Dr & W 153 St,1
Willow Ave & 12 St,Riverview Park,48
Willow Ave & 12 St,Rogers Ave & Sterling St,1
Willow Ave & 12 St,Sip Ave,2
Willow Ave & 12 St,South Waterfront Walkway - Sinatra Dr & 1 St,688
Willow Ave & 12 St,Southwest Park - Jackson St & Observer Hwy,63
Willow Ave & 12 St,Stevens - River Ter & 6 St,236
Willow Ave & 12 St,Union St,1
Willow Ave & 12 St,Van Vorst Park,8
Willow Ave & 12 St,Vesey Pl & River Terrace,3
Willow Ave & 12 St,W 33 St & 10 Ave,1
Willow Ave & 12 St,Warren St,58
Willow Ave & 12 St,Washington St,105
Willow Ave & 12 St,Willow Ave & 12 St,487
York St & Marin Blvd,11 St & Washington St,2
York St & Marin Blvd,6 St & Grand St,1
York St & Marin Blvd,7 St & Monroe St,1
York St & Marin Blvd,9 St HBLR - Jackson St & 8 St,1
York St & Marin Blvd,Astor Place,2
York St & Marin Blvd,Baldwin at Montgomery,3
York St & Marin Blvd,Bergen Ave,3
York St & Marin Blvd,Bergen Ave & Sip Ave,1
York St & Marin Blvd,Bergen Ave & Stegman St,1
York St & Marin Blvd,Bloomfield St & 15 St,2
York St & Marin Blvd,Brunswick & 6th,2
York St & Marin Blvd,Brunswick St,9
York St & Marin Blvd,Christ Hospital,1
York St & Marin Blvd,City Hall,23
York St & Marin Blvd,City Hall - Washington St & 1 St,1
York St & Marin Blvd,Clinton St & 7 St,2
York St & Marin Blvd,Columbus Dr at Exchange Pl,8
York St & Marin Blvd,Columbus Drive,15
York St & Marin Blvd,Communipaw & Berry Lane,6
York St & Marin Blvd,Dixon Mills,4
York St & Marin Blvd,Essex Light Rail,12
York St & Marin Blvd,Glenwood Ave,1
York St & Marin Blvd,Grand St,16
York St & Marin Blvd,Grand St & 14 St,2
York St & Marin Blvd,Grant Ave & MLK Dr,1
York St & Marin Blvd,Grove St PATH,45
York St & Marin Blvd,Hamilton Park,7
